"ident","icao","name","latitude","longitude","iapExists"
"2R9","","Kenedy Rgnl","28.82498569","-97.86556833","1"
"IKG","KIKG","Kleberg County","27.55086111","-98.03091667","1"
"T12","","Kirbyville","30.646565","-93.91490333","0"
"F75","","Harrison Fld of Knox City","33.43815056","-99.81286889","0"
"45R","","Hawthorne Fld","30.33633333","-94.25755556","1"
"29F","","Joe Vaughn Spraying","34.39283333","-101.7599167","0"
"E58","","Bird Dog Airfield","33.30645556","-97.34712778","0"
"LUV","KLUV","Lamesa Muni","32.75630556","-101.9202222","1"
"LZZ","KLZZ","Lampasas","31.10619444","-98.19591667","1"
"LNC","KLNC","Lancaster Rgnl","32.57760417","-96.71750278","1"
"T41","","La Porte Muni","29.66925","-95.06419444","1"
"49R","","Real County","29.74550111","-99.7608925","0"
"LLN","KLLN","Levelland Muni","33.55252778","-102.3725278","1"
"T78","","Liberty Muni","30.07780556","-94.69855556","1"
"50R","","Lockhart Muni","29.85033333","-97.67241667","1"
"GGG","KGGG","East Texas Rgnl","32.384","-94.7115","1"
"LBB","KLBB","Lubbock Preston Smith Intl","33.66366667","-101.8205556","0"
"LFK","KLFK","Angelina County","31.23402778","-94.75","1"
"MFE","KMFE","Mc Allen Intl","26.17583333","-98.23861111","1"
"E48","","Upton County","31.12514833","-102.225415","0"
"3T2","","Wolfe Air Park","29.47908333","-95.32655556","0"
"MRF","KMRF","Marfa Muni","30.37111111","-104.0175278","1"
"T15","","Marlin","31.34066667","-96.85202778","1"
"ASL","KASL","Harrison County","32.5205","-94.30777778","1"
"HQZ","KHQZ","Mesquite Metro","32.74696278","-96.53041722","1"
"LXY","KLXY","Mexia-Limestone County","31.64117833","-96.51445944","1"
"3F9","","Mineola Wisener Fld","32.67667497","-95.51095811","0"
"JDD","KJDD","Wood County/Collins Fld","32.74219444","-95.49647222","1"
"MWL","KMWL","Mineral Wells Rgnl","32.78160556","-98.060175","1"
"F85","","Cochran County","33.73133356","-102.7350813","0"
"OSA","KOSA","Mount Pleasant Rgnl","33.09688889","-94.96175","1"
"60R","","Navasota Muni","30.36713889","-96.11294444","1"
"BAZ","KBAZ","New Braunfels Ntl","29.70575","-98.04322222","1"
"ODO","KODO","Odessa-Schlemeyer Fld","31.92141517","-102.3871329","1"
"ONY","KONY","Olney Muni","33.35088889","-98.81916667","1"
"ORG","KORG","Orange County","30.06845161","-93.80402022","1"
"T13","","Dallas South Port","32.47738333","-96.68541667","0"
"PPA","KPPA","Perry Lefors Fld","35.613","-100.99625","1"
"T45","","Panhandle-Carson County","35.36169444","-101.3650833","1"
"T79","","Skyway Manor","29.55568333","-95.32709167","0"
"T30","","Mc Kinley Fld","28.82225","-99.10902778","1"
"PEQ","KPEQ","Pecos Muni","31.38238889","-103.5107222","1"
"PYX","KPYX","Perryton Ochiltree County","36.41291778","-100.7515764","1"
"T92","","Mason County","30.73219303","-99.18400597","1"
"F21","","Memphis Muni","34.73958944","-100.5297008","0"
"T50","","Menard County","30.93247222","-99.80922778","0"
"3E0","","Miami-Roberts County","35.71393222","-100.6031922","0"
"MDD","KMDD","Midland Airpark","32.03657044","-102.1015276","1"
"7T7","","Skywest Inc","31.85508333","-102.0739444","0"
"MAF","KMAF","Midland Intl Air and Space Port","31.94252778","-102.2019167","0"
"T56","","Eagle's Nest Estates","32.51281222","-96.92677681","0"
"JWY","KJWY","Mid-Way Rgnl","32.45829306","-96.91252639","1"
"E01","","Roy Hurd Meml","31.58247222","-102.9090278","1"
"6X0","","Tarrant Fld","32.0975","-95.29486111","0"
"F53","","Franklin County","33.21533333","-95.23722222","1"
"2T1","","Muleshoe Muni","34.18513639","-102.6410981","1"
"37F","","Munday Muni","33.46872222","-99.58622222","0"
"OCH","KOCH","Nacogdoches A L Mangham Jr Rgnl","31.57776389","-94.71011111","1"
"61R","","Newton Muni","30.88405556","-93.74247222","0"
"OZA","KOZA","Ozona Muni","30.73519444","-101.2021944","1"
"3F6","","Dan E Richards Muni","34.02763306","-100.2820025","1"
"PSX","KPSX","Palacios Muni","28.7275","-96.25094444","1"
"PSN","KPSN","Palestine Muni","31.77969444","-95.70630556","1"
"PRX","KPRX","Cox Fld","33.63661111","-95.45075","1"
"T24","","Pineland Muni","31.23352194","-93.98185556","0"
"F98","","Yoakum County","33.21719444","-102.8300833","1"
"PVW","KPVW","Hale County","34.16814722","-101.7173361","1"
"PEZ","KPEZ","Pleasanton Muni","28.95419444","-98.51997222","1"
"74T","","Hicks","33.18301111","-97.2546125","0"
"RAS","KRAS","Mustang Beach","27.81183333","-97.08875","1"
"PKV","KPKV","Calhoun County","28.65330556","-96.68272222","1"
"T05","","Charles R Johnson","26.56015556","-97.43925","0"
"5F1","","Post-Garza County Muni","33.20330556","-101.3382222","0"
"F01","","Quanah Muni","34.27711083","-99.75968167","0"
"T14","","Rockin M","32.95249583","-96.09589306","0"
"F23","","Ranger Muni","32.451475","-98.6815125","0"
"49F","","Rankin","31.22702778","-101.9529167","0"
"67R","","Rio Grande City Muni","26.42428333","-98.84608056","0"
"52F","","Aero Valley","33.04984472","-97.2322375","0"
"T48","","Poetry Flying Ranch","32.86812222","-96.21914167","0"
"T54","","Lane Airpark","29.52320417","-95.77961528","0"
"56F","","Fisher County","32.82430556","-100.4128333","0"
"2TX","","Salado","30.92041667","-97.54","0"
"SJT","KSJT","San Angelo Rgnl/Mathis Fld","31.35774833","-100.4963042","0"
"SSF","KSSF","Stinson Muni","29.33698139","-98.47104444","1"
"T87","","Flying C","33.34222222","-97.27","0"
"81R","","San Saba County Muni","31.23574528","-98.71769389","1"
"PIL","KPIL","Port Isabel-Cameron County","26.16619444","-97.34588889","1"
"9R5","","Hunt","27.88666714","-97.34963606","0"
"3T9","","Big Bend Ranch State Park","29.47108333","-103.9364167","0"
"PRS","KPRS","Presidio Lely Intl","29.6342125","-104.3614944","1"
"RFG","KRFG","Rooke Fld","28.29581667","-97.32597194","0"
"T76","","Rhome Meadows","33.14928667","-97.496135","0"
"70T","","Fairview","33.09444444","-97.42722222","0"
"RBO","KRBO","Nueces County","27.77813889","-97.69011111","1"
"RCK","KRCK","H H Coffield Rgnl","30.63137639","-96.9894875","0"
"RKP","KRKP","Aransas County","28.08622222","-97.04369444","1"
"ECU","KECU","Edwards County","29.94691958","-100.1738547","1"
"F46","","Ralph M Hall/Rockwall Muni","32.93059444","-96.43548556","1"
"1T7","","Kestrel Airpark","29.81175","-98.42605556","0"
"8T8","","San Geronimo Airpark","29.51019444","-98.79841667","0"
"74R","","Horizon","29.28458333","-98.49830556","0"
"1T8","","Bulverde Airpark","29.73936514","-98.45129444","0"
"T94","","Twin-Oaks","29.57018694","-98.46838917","0"
"5C1","","Boerne Stage Airfield","29.72321903","-98.69455692","1"
"SAT","KSAT","San Antonio Intl","29.53395833","-98.46905694","1"
"78R","","San Augustine County","31.54043056","-94.17006667","0"
"T58","","Ironhead","33.3317825","-97.23029389","0"
"6X8","","Vultures Row","33.34","-97.10305556","0"
"E70","","Huber Airpark Civic Club LLC","29.60240625","-97.99056306","0"
"GNC","KGNC","Gaines County","32.67533333","-102.6526667","1"
"GYI","KGYI","North Texas Rgnl/Perrin Fld","33.71409028","-96.674035","1"
"T69","","Sinton","28.03856686","-97.54250125","1"
"F49","","City of Slaton/Larry T Neal Meml","33.48523272","-101.6616778","1"
"3TX","","Akroville","33.39285064","-97.35384722","0"
"T28","","Cain","33.35449444","-97.43905833","0"
"84R","","Smithville Crawford Muni","30.02820778","-97.16703917","1"
"H70","","Stratford Fld","36.34563889","-102.04925","0"
"SLR","KSLR","Sulphur Springs Muni","33.15983333","-95.62113889","1"
"X43","","Sunray","36.02920222","-101.8287822","0"
"2KL","","Sunrise Beach","30.59922222","-98.40922222","0"
"SWW","KSWW","Avenger Fld","32.46736111","-100.4665556","1"
"TRL","KTRL","Terrell Muni","32.70849444","-96.26709444","1"
"I06","","City of Tulia/Swisher County Muni","34.56682472","-101.7814611","0"
"TYR","KTYR","Tyler Pounds Rgnl","32.35354722","-95.40297778","1"
"X16","","Tailwheel Acres","33.47363067","-97.12243975","0"
"VHN","KVHN","Culberson County","31.05783333","-104.7838056","1"
"E52","","Oldham County","35.23071389","-102.3987681","0"
"PWG","KPWG","Mc Gregor Exec","31.48491667","-97.31652778","1"
"60F","","Seymour Muni","33.64851667","-99.26130556","1"
"2F1","","Shamrock Muni","35.23461111","-100.1853056","0"
"SWI","KSWI","Sherman Muni","33.62413889","-96.58613889","1"
"SNK","KSNK","Winston Fld","32.69338889","-100.9504722","1"
"53T","","Cannon Fld","29.21550278","-98.54962489","0"
"SOA","KSOA","Sonora Muni","30.58569444","-100.6485556","1"
"E42","","Major Samuel B Cornelius Fld","36.221","-101.1945","1"
"88R","","Spicewood","30.47378194","-98.12143611","0"
"F56","","Arledge Fld","32.91047222","-99.73416667","1"
"63F","","Stanton Muni","32.17358306","-101.8224722","0"
"SEP","KSEP","Stephenville Clark Rgnl","32.21533333","-98.17766667","1"
"2F4","","T-Bar","33.181","-101.8193889","0"
"T74","","Taylor Muni","30.57263889","-97.44319444","1"
"68F","","Teague Muni","31.66175","-96.3105","0"
"TPL","KTPL","Draughon-Miller Central Texas Rgnl","31.15190042","-97.40766294","1"
"72F","","Throckmorton Muni","33.18000417","-99.1497625","0"
"UVA","KUVA","Garner Fld","29.21133333","-99.74358333","1"
"F05","","Wilbarger County","34.22566667","-99.28375","1"
"VCT","KVCT","Victoria Rgnl","28.85420583","-96.91873222","1"
"ACT","KACT","Waco Rgnl","31.61219444","-97.23030556","1"
"73F","","Wings For Christ Intl Flight Academy","31.62377639","-97.0224975","0"
"CNW","KCNW","Tstc Waco","31.63780556","-97.07413889","1"
"94R","","Gav Air","29.26439583","-96.00724583","0"
"ARM","KARM","Wharton Rgnl","29.25427778","-96.15438889","1"
"T59","","Wheeler Muni","35.45108333","-100.1999167","1"
"76F","","Van Zandt County Rgnl","32.68141667","-95.98413889","0"
"INK","KINK","Winkler County","31.77980556","-103.2016944","1"
"T85","","Yoakum Muni","29.31316667","-97.13841667","1"
"APY","KAPY","Zapata County","26.96878611","-99.24890833","0"
"U52","","Beaver Muni","38.23058333","-112.6754167","1"
"UT9","","West Desert Airpark","40.23967131","-112.0910225","0"
"DTA","KDTA","Delta Muni","39.38283","-112.5022117","1"
"U69","","Duchesne Muni","40.19363528","-110.3826239","1"
"33U","","Dutch John","40.9178125","-109.3906607","0"
"1L7","","Escalante Muni","37.74536111","-111.5701667","1"
"FOM","KFOM","Fillmore Muni","38.95813889","-112.3631389","1"
"69V","","Huntington Muni","39.36122472","-110.9169806","1"
"1L8","","General Dick Stout Fld","37.14021536","-113.3060799","0"
"U13","","Junction","38.24997833","-112.2254806","0"
"KNB","KKNB","Kanab Muni","37.01051139","-112.5314778","1"
"CNY","KCNY","Canyonlands Rgnl","38.75763083","-109.7534625","1"
"U64","","Monticello","37.93242972","-109.3412242","1"
"42U","","Morgan County","41.14867556","-111.7671486","0"
"U14","","Nephi Muni","39.73658333","-111.8700556","1"
"PVU","KPVU","Provo Muni","40.21916667","-111.7233611","1"
"RIF","KRIF","Richfield Muni","38.73411111","-112.1015833","1"
"74V","","Roosevelt Muni","40.27841389","-110.0513772","1"
"SGU","KSGU","St George Rgnl","37.03637806","-113.5103028","1"
"44U","","Salina-Gunnison","39.02912833","-111.8382583","0"
"U42","","South Valley Rgnl","40.61954667","-111.9928892","1"
"F78","","Horseshoe Bend","32.57291222","-97.87253389","0"
"WEA","KWEA","Parker County","32.74628669","-97.68245219","1"
"F06","","Marian Airpark","34.84486564","-100.195191","0"
"TXW","KTXW","Mid Valley","26.1787075","-97.97400639","1"
"T29","","Flying H Ranch","33.63042639","-96.94097083","0"
"F14","","Wichita Valley","33.94761047","-98.61614767","1"
"CWC","KCWC","Kickapoo Downtown","33.86061667","-98.49039861","1"
"T90","","Chambers County/Winnie Stowell","29.81891389","-94.43106667","1"
"F51","","Winnsboro Muni","32.93882611","-95.2788675","1"
"77F","","Winters Muni","31.94719419","-99.98585006","1"
"T96","","Southwest Lubbock","33.39394978","-102.0100044","0"
"09R","","Tyler County","30.77520056","-94.4585325","0"
"BDG","KBDG","Blanding Muni","37.58333333","-109.4832778","1"
"66V","","Bluff","37.255","-109.6330278","0"
"BTF","KBTF","Skypark","40.86814914","-111.9274991","0"
"BMC","KBMC","Brigham City Rgnl","41.55430556","-112.06225","1"
"BCE","KBCE","Bryce Canyon","37.70644694","-112.1457997","1"
"CDC","KCDC","Cedar City Rgnl","37.70097","-113.0988508","1"
"U07","","Bullfrog Basin","37.54582361","-110.7131992","0"
"U34","","Green River Muni","38.96168861","-110.2272878","1"
"U96","","Cal Black Meml","37.43530556","-110.5642778","0"
"HVE","KHVE","Hanksville","38.41941667","-110.7029167","0"
"HCR","KHCR","Heber Valley","40.48180556","-111.4288056","1"
"38U","","Wayne Wonderland","38.36291444","-111.5959867","0"
"LGU","KLGU","Logan-Cache","41.79177056","-111.8516472","1"
"40U","","Manila","40.98639444","-109.6785269","0"
"41U","","Manti-Ephraim","39.33141667","-111.6126111","1"
"MLF","KMLF","Milford Muni/Ben and Judy Briscoe Fld","38.42663558","-113.013274","1"
"OGD","KOGD","Ogden-Hinckley","41.19507036","-112.0121947","1"
"U55","","Panguitch Muni","37.84522222","-112.3919444","1"
"1L9","","Parowan","37.85963889","-112.8158611","0"
"PUC","KPUC","Carbon County Rgnl/Buck Davis Fld","39.61388889","-110.7516111","1"
"SLC","KSLC","Salt Lake City Intl","40.78839333","-111.9777733","1"
"TVY","KTVY","Bolinder Fld/Tooele Valley","40.61255333","-112.3507775","1"
"VEL","KVEL","Vernal Rgnl","40.43607778","-109.5114225","1"
"VBW","KVBW","Bridgewater Air Park","38.36531472","-78.958965","1"
"0V4","","Brookneal/Campbell County","37.14172222","-79.01638889","1"
"7W4","","Lake Anna","37.96581944","-77.74590278","1"
"CHO","KCHO","Charlottesville-Albemarle","38.13964278","-78.45234417","1"
"CXE","KCXE","Chase City Muni","36.78833556","-78.50155361","1"
"CJR","KCJR","Culpeper Rgnl","38.52547222","-77.85963889","1"
"DAN","KDAN","Danville Rgnl","36.57247222","-79.33625","1"
"FVX","KFVX","Farmville Rgnl","37.35752778","-78.43780556","1"
"EZF","KEZF","Shannon","38.26689528","-77.44924028","1"
"RMN","KRMN","Stafford Rgnl","38.39913472","-77.45660778","1"
"FRR","KFRR","Front Royal-Warren County","38.91751222","-78.25337333","1"
"HLX","KHLX","Twin County","36.76611083","-80.82356","1"
"HSP","KHSP","Ingalls Fld","37.95144444","-79.83389444","1"
"ENV","KENV","Wendover","40.71872528","-114.0286736","1"
"VJI","KVJI","Virginia Highlands","36.68631361","-82.03478417","1"
"BCB","KBCB","Virginia Tech/Montgomery Exec","37.20938639","-80.41209","1"
"W63","","Lake Country Rgnl","36.59636667","-78.55972944","1"
"W81","","Crewe Muni","37.18101222","-78.09847469","1"
"PSK","KPSK","New River Valley","37.13733639","-80.67847944","1"
"EMV","KEMV","Emporia-Greensville Rgnl","36.68685806","-77.48274889","1"
"W90","","New London","37.27172778","-79.3359","1"
"FKN","KFKN","Franklin Rgnl","36.70029639","-76.90213556","1"
"GVE","KGVE","Gordonsville Muni","38.15599611","-78.16578","1"
"0VG","","Lee County","36.654085","-83.21784667","1"
"W31","","Lunenburg County","36.96040278","-78.18511111","1"
"LVL","KLVL","Brunswick County","36.77462917","-77.79378194","1"
"JYO","KJYO","Leesburg Exec","39.07797222","-77.5575","1"
"LKU","KLKU","Louisa County/Freeman Fld","38.00982472","-77.97012667","1"
"LUA","KLUA","Luray Caverns","38.66671047","-78.50083503","1"
"W24","","Falwell","37.37792083","-79.12224528","1"
"MKJ","KMKJ","Mountain Empire","36.89484889","-81.34994611","1"
"MTV","KMTV","Blue Ridge","36.6307525","-80.01833833","1"
"MFV","KMFV","Accomack County","37.64687889","-75.76104528","1"
"PHF","KPHF","Newport News/Williamsburg Intl","37.13188889","-76.49297222","1"
"ORF","KORF","Norfolk Intl","36.89460417","-76.20122917","1"
"PVG","KPVG","Hampton Roads Exec","36.78076481","-76.45128036","1"
"PTB","KPTB","Tri Cities Exec/Dinwiddie County","37.18430139","-77.50617444","1"
"W96","","New Kent County","37.50342944","-77.12655833","1"
"OFP","KOFP","Hanover County Muni","37.70893806","-77.43663778","1"
"FCI","KFCI","Richmond Exec/Chesterfield County","37.40644444","-77.52483333","1"
"RIC","KRIC","Richmond Intl","37.50518111","-77.31973861","1"
"ROA","KROA","Roanoke/Blacksburg Rgnl (Woodrum Fld)","37.32547222","-79.97541667","1"
"W75","","Hummel Fld","37.60361472","-76.44645444","1"
"W78","","William M Tuck","36.70937242","-78.84833747","1"
"AVC","KAVC","Mecklenburg-Brunswick Rgnl","36.68827778","-78.05447222","1"
"XSA","KXSA","Tappahannock/Essex County","37.85960917","-76.89411944","1"
"HWY","KHWY","Warrenton/Fauquier","38.58628528","-77.71063083","1"
"W13","","Eagle's Nest","38.0769375","-78.9444375","1"
"9VG","","Campbell Fld","37.45846944","-75.87881944","0"
"FYJ","KFYJ","Middle Peninsula Rgnl","37.52136111","-76.76275","1"
"LYH","KLYH","Lynchburg Rgnl/Preston Glenn Fld","37.32538889","-79.20122222","1"
"W91","","Smith Mountain Lake","37.10772222","-79.59247222","1"
"CPK","KCPK","Chesapeake Rgnl","36.6656175","-76.32065583","1"
"OMH","KOMH","Orange County","38.24720278","-78.04562111","1"
"JFZ","KJFZ","Tazewell County","37.06374639","-81.79826583","1"
"SHD","KSHD","Shenandoah Valley Rgnl","38.26383333","-78.89644444","1"
"SFQ","KSFQ","Suffolk Exec","36.68288844","-76.59962317","1"
"TGI","KTGI","Tangier Island","37.82586528","-75.9976625","1"
"AKQ","KAKQ","Wakefield Muni","36.98722222","-77.00113889","1"
"JGG","KJGG","Waltrip Williamsburg Exec Airport","37.23917472","-76.71609611","1"
"OKV","KOKV","Winchester Rgnl","39.14352778","-78.14444444","1"
"LNP","KLNP","Lonesome Pine","36.98763194","-82.52978444","1"
"STT","TIST","Cyril E King","18.33730556","-64.97333333","1"
"STX","TISX","Henry E Rohlsen","17.70153694","-64.8019825","1"
"MVL","KMVL","Morrisville-Stowe State","44.53435472","-72.61399194","1"
"EFK","KEFK","Northeast Kingdom Intl","44.88817556","-72.22863528","1"
"2B9","","Post Mills","43.88372222","-72.25208333","0"
"0B7","","Warren-Sugarbush","44.11738889","-72.827","0"
"4V8","","Deerfield Valley Rgnl","42.92713556","-72.86565361","0"
"S50","","Auburn Muni","47.327625","-122.226655","1"
"4W0","","Bandera State","47.39536889","-121.5364719","0"
"W52","","Goheen","45.82679639","-122.5768561","0"
"W58","","Cedars North","45.76455556","-122.5150833","0"
"PWT","KPWT","Bremerton Ntl","47.49025","-122.7648056","1"
"S97","","Anderson Fld","48.10472861","-119.7199156","0"
"CLS","KCLS","Chehalis-Centralia","46.67702778","-122.98275","1"
"S10","","Lake Chelan","47.86601028","-119.9427017","0"
"1S9","","Chewelah Muni","48.31395819","-117.743426","0"
"3W5","","Mears Fld","48.52983833","-121.7582489","0"
"S16","","Copalis State","47.14485972","-124.1892514","0"
"1S2","","Darrington Muni","48.2586125","-121.6102036","0"
"MPV","KMPV","Edward F Knapp State","44.20348917","-72.56209639","1"
"DDH","KDDH","William H Morse State","42.89133028","-73.24640389","1"
"BTV","KBTV","Patrick Leahy Burlington Intl","44.471955","-73.15327611","0"
"FSO","KFSO","Franklin County State","44.94027778","-73.09747222","1"
"5B1","","John H Boylan State (Island Pond)","44.78997222","-71.82641667","0"
"CDA","KCDA","Caledonia County","44.56911417","-72.01797889","1"
"6B0","","Middlebury State","43.98647194","-73.09555167","0"
"RUT","KRUT","Rutland/Southern Vermont Rgnl","43.52973028","-72.94962611","1"
"VT8","","Shelburne","44.36030278","-73.22639444","0"
"VSF","KVSF","Hartness State (Springfield)","43.34372222","-72.51727778","1"
"B06","","Basin Harbor","44.19166667","-73.35869444","0"
